id,sport,start,stop,distance,longitude,latitude,highest_temperature,lowest_temperature,highest_altitude,lowest_altitude,local_time,ascent_total,descent_total,calories,max_heart_rate,duration_moving,duration_total
1719041163.0,running,2024-06-22T07:26:03+0000,2024-06-22T11:59:24+0000,40392.9,-569825657.0,-186466568.0,28,19,1235.0,1118.6,2024-06-22T08:59:24,508.0,522.0,1214.0,125.0,14907.277,16391.105
1658993871.0,running,2022-07-28T07:37:51+0000,2022-07-28T08:06:10+0000,5342.97,-569829694.0,-186456083.0,26,20,1215.8,1198.6,2022-07-28T05:06:10,48.0,57.0,304.0,173.0,1693.941,1693.941
1674199661.0,running,2023-01-20T07:27:41+0000,2023-01-20T08:03:47+0000,6184.16,-569830354.0,-186456390.0,28,24,1215.8,1205.0,2023-01-20T05:03:47,54.0,59.0,362.0,162.0,2099.33,2127.607
1655627717.0,running,2022-06-19T08:35:17+0000,2022-06-19T09:04:28+0000,5390.5,-569830686.0,-186456623.0,27,23,1210.8,1198.0,2022-06-19T06:04:28,41.0,52.0,337.0,163.0,1747.123,1747.123
1687982926.0,running,2023-06-28T20:08:46+0000,2023-06-28T20:50:47+0000,8532.77,1654376838.0,-416417194.0,22,14,105.60000000000002,62.799999999999955,2023-06-29T06:20:47,51.0,124.0,438.0,172.0,2514.402,2514.402
1712390218.0,running,2024-04-06T07:56:58+0000,2024-04-06T10:47:40+0000,25456.14,-569825461.0,-186466548.0,30,24,1188.8,1174.2,2024-04-06T07:47:40,238.0,247.0,1171.0,169.0,10080.723,10228.045
1637481774.0,running,2021-11-21T08:02:54+0000,2021-11-21T08:31:09+0000,5328.61,-569831621.0,-186456624.0,29,23,1213.0,1190.6,2021-11-21T05:31:09,45.0,57.0,311.0,159.0,1690.396,1690.396
1720863182.0,running,2024-07-13T09:33:02+0000,2024-07-13T12:02:17+0000,22372.71,-569825952.0,-186466149.0,28,18,1245.0,1126.8,2024-07-13T09:02:17,310.0,309.0,985.0,182.0,8306.123,8935.635
1657006839.0,running,2022-07-05T07:40:39+0000,2022-07-05T08:25:42+0000,8019.06,-569829918.0,-186456212.0,26,20,1214.8,1193.2,2022-07-05T05:25:42,79.0,85.0,484.0,179.0,2698.661,2698.661
1677961795.0,running,2023-03-04T20:29:55+0000,2023-03-04T21:53:57+0000,7259.18,1652579155.0,-415798431.0,28,22,15.0,-5.600000000000023,2023-03-05T08:23:57,32.0,32.0,387.0,169.0,3205.228,3537.457
1692217203.0,running,2023-08-16T20:20:03+0000,2023-08-16T20:52:42+0000,6573.66,1654377618.0,-416416565.0,23,17,102.39999999999998,60.60000000000002,2023-08-17T06:22:42,40.0,48.0,391.0,174.0,1954.253,1954.253
1723627686.0,running,2024-08-14T09:28:06+0000,2024-08-14T10:04:38+0000,6555.1,-569826304.0,-186465923.0,27,20,1188.4,1176.4,2024-08-14T07:04:38,59.0,62.0,220.0,155.0,2180.369,2180.369
1635408012.0,running,2021-10-28T08:00:12+0000,2021-10-28T08:29:51+0000,5319.96,-569830811.0,-186456247.0,29,23,1211.4,1190.4,2021-10-28T05:29:51,51.0,60.0,323.0,161.0,1762.147,1762.147
1682714321.0,running,2023-04-28T20:38:41+0000,2023-04-28T22:23:10+0000,16540.36,1654377852.0,-416416666.0,26,17,111.79999999999995,27.200000000000045,2023-04-29T07:53:10,148.0,160.0,907.0,178.0,6263.295,6263.295
1706168685.0,running,2024-01-25T07:44:45+0000,2024-01-25T08:45:37+0000,10249.38,-569827216.0,-186463232.0,30,23,1217.8,1150.8,2024-01-25T05:45:37,125.0,129.0,600.0,171.0,3637.8,3637.8
1668152234.0,running,2022-11-11T07:37:14+0000,2022-11-11T08:23:34+0000,7177.02,-569830976.0,-186456145.0,28,25,1211.8,1191.8,2022-11-11T05:23:34,73.0,85.0,505.0,165.0,2774.822,2774.822
1656576045.0,running,2022-06-30T08:00:45+0000,2022-06-30T08:29:16+0000,5344.47,-569826919.0,-186456374.0,25,21,1212.2,1199.0,2022-06-30T05:29:16,49.0,61.0,312.0,170.0,1706.421,1706.421
1701330665.0,running,2023-11-30T07:51:05+0000,2023-11-30T08:51:02+0000,10260.62,-569824168.0,-186455110.0,31,25,1252.4,1182.6,2023-11-30T05:51:02,121.0,126.0,517.0,143.0,3583.234,3583.234
1719301711.0,running,2024-06-25T07:48:31+0000,2024-06-25T10:03:23+0000,21424.92,-569825300.0,-186466130.0,30,21,1229.6,1158.0,2024-06-25T07:03:23,219.0,225.0,682.0,161.0,8082.483,8082.483
1635840084.0,running,2021-11-02T08:01:24+0000,2021-11-02T08:30:27+0000,5313.32,-569831435.0,-186455499.0,27,22,1211.4,1191.4,2021-11-02T05:30:27,47.0,56.0,323.0,184.0,1734.982,1734.982
1643271705.0,running,2022-01-27T08:21:45+0000,2022-01-27T08:50:41+0000,5230.7,-569831271.0,-186456334.0,27,22,1206.6,1177.0,2022-01-27T05:50:41,53.0,64.0,318.0,180.0,1720.952,1720.952
1652341750.0,running,2022-05-12T07:49:10+0000,2022-05-12T08:17:32+0000,5344.91,-569830459.0,-186456408.0,28,23,1213.8,1201.4,2022-05-12T05:17:32,51.0,52.0,332.0,178.0,1694.964,1694.964
1691184841.0,hiking,2023-08-04T21:34:01+0000,2023-08-05T00:00:28+0000,10015.42,1733650360.0,-452078478.0,25,18,408.79999999999995,71.39999999999998,2023-08-05T10:00:28,526.0,558.0,775.0,174.0,8781.098,8781.098
1710573646.0,running,2024-03-16T07:20:46+0000,2024-03-16T09:31:20+0000,21372.83,-569825948.0,-186466331.0,32,26,1189.2,1176.0,2024-03-16T06:31:20,206.0,217.0,1257.0,161.0,7820.866,7820.866
1690236620.0,running,2023-07-24T22:10:20+0000,2023-07-24T22:53:28+0000,7460.42,1654376762.0,-416417382.0,24,18,102.79999999999995,70.20000000000005,2023-07-25T08:23:28,42.0,53.0,413.0,149.0,2582.279,2582.279
1665731959.0,running,2022-10-14T07:19:19+0000,2022-10-14T08:21:57+0000,10765.55,-569831217.0,-186456064.0,30,24,1221.8,1199.0,2022-10-14T05:21:57,134.0,146.0,610.0,167.0,3752.741,3752.741
1706948055.0,running,2024-02-03T08:14:15+0000,2024-02-03T12:34:01+0000,37476.89,-569825580.0,-186465909.0,33,24,1186.8,1163.8,2024-02-03T09:34:01,340.0,356.0,1874.0,192.0,14799.243,15572.641
1683927716.0,running,2023-05-12T21:41:56+0000,2023-05-13T00:19:23+0000,26441.37,1654378258.0,-416416964.0,30,17,107.20000000000005,33.0,2023-05-13T09:49:23,265.0,270.0,1382.0,168.0,9442.366,9442.366
1685564297.0,running,2023-05-31T20:18:17+0000,2023-05-31T20:49:53+0000,6591.73,1654377354.0,-416417882.0,25,20,102.0,54.200000000000045,2023-06-01T06:19:53,36.0,55.0,388.0,179.0,1889.81,1889.81
1670141085.0,running,2022-12-04T08:04:45+0000,2022-12-04T08:35:27+0000,5331.12,-569829876.0,-186456879.0,27,21,1212.2,1198.4,2022-12-04T05:35:27,49.0,57.0,335.0,161.0,1836.935,1836.935
1692735401.0,running,2023-08-22T20:16:41+0000,2023-08-22T20:52:51+0000,6571.81,1654377473.0,-416417871.0,21,15,100.39999999999998,66.0,2023-08-23T06:22:51,28.0,47.0,419.0,172.0,2164.589,2164.589
1653983410.0,running,2022-05-31T07:50:10+0000,2022-05-31T08:20:47+0000,5343.51,-569830398.0,-186455918.0,28,23,1211.6,1179.0,2022-05-31T05:20:47,39.0,62.0,336.0,179.0,1820.819,1820.819
1633852975.0,running,2021-10-10T08:02:55+0000,2021-10-10T08:33:07+0000,5333.0,-569830358.0,-186455500.0,31,26,1212.6,1198.4,2021-10-10T05:33:07,43.0,55.0,313.0,158.0,1806.312,1806.312
1681074033.0,running,2023-04-09T21:00:33+0000,2023-04-09T22:11:10+0000,10576.22,1654377700.0,-416417259.0,24,18,261.79999999999995,88.39999999999998,2023-04-10T07:41:10,230.0,243.0,563.0,174.0,4232.124,4232.124
1697443503.0,running,2023-10-16T08:05:03+0000,2023-10-16T09:02:23+0000,10016.79,-569830948.0,-186455902.0,30,24,1216.0,1203.4,2023-10-16T06:02:23,94.0,109.0,556.0,176.0,3429.759,3429.759
